distributions,labels,resnet_wmape,pointnet_wmape,random_wmape,resnet_weather_wmape,pointnet_weather_wmape
diagonal,hotspots_16_min_val,0.0601215078478044,0.059996816035803334,1.0550480116986936,,
diagonal,hotspots_16_min_x,0.047464539545177986,0.03787052384348529,0.7034628828201513,,
diagonal,hotspots_16_min_y,0.06143404502315609,0.03955188169017926,0.7468934560770778,,
diagonal,hotspots_16_max_val,0.01972281477900506,0.02274958670627522,0.33364310267937747,,
diagonal,hotspots_16_max_x,0.04252475215956856,0.04271365220171922,0.7188273256012422,,
diagonal,hotspots_16_max_y,0.047026049098992724,0.045842149147277605,0.8085651595551077,,
diagonal,hotspots_32_min_val,0.06017658026521679,0.06515126149266627,0.9957514558372235,,
diagonal,hotspots_32_min_x,0.047965114574468136,0.03866654956004735,0.7699285543620792,,
diagonal,hotspots_32_min_y,0.060222859816431426,0.043397106489915405,0.7729642799019762,,
diagonal,hotspots_32_max_val,0.0198045813689684,0.02183432898712706,0.34208352166983486,,
diagonal,hotspots_32_max_x,0.04121128618536905,0.04078854631237288,0.7608555841538737,,
diagonal,hotspots_32_max_y,0.04725258026499165,0.04638679489613707,0.8012639276056489,,
diagonal,hotspots_64_min_val,0.06047915700622385,0.07512122013634576,0.9405946996007456,,
diagonal,hotspots_64_min_x,0.04783570528281387,0.03752052113175481,0.7297287503303447,,
diagonal,hotspots_64_min_y,0.05997809719656216,0.04189436756526996,0.7836353138708058,,
diagonal,hotspots_64_max_val,0.02000713310775834,0.02037189821616182,0.3276032889048437,,
diagonal,hotspots_64_max_x,0.04156851033775965,0.04364323807218116,0.7760459123395096,,
diagonal,hotspots_64_max_y,0.04685444224492679,0.04583991195708048,0.815312898011335,,
diagonal,k_values_0.025,1.1372560807031795,0.4366900896097885,14.5692339394356,,
diagonal,k_values_0.05,0.44812776771432716,0.10940180320987782,6.303149402911875,,
diagonal,k_values_0.1,0.10454531145643678,0.0423240572644712,2.4512198922149633,,
diagonal,k_values_0.25,0.17454690639710294,0.02276331798869486,0.5779096909575987,,
diagonal,box_counts_e0,0.01080751616211121,0.01630632257433817,0.3365048767414719,,
diagonal,box_counts_e2,0.02823475749186831,0.0132661723914962,0.3022371977047184,,
