distributions,labels,resnet_wmape,pointnet_wmape,random_wmape,resnet_weather_wmape,pointnet_weather_wmape
gaussian,hotspots_16_min_val,0.09676791401466046,0.074157435397394,0.7726840634921117,,
gaussian,hotspots_16_min_x,0.14192386261624051,0.1166004731621275,0.7465670599342298,,
gaussian,hotspots_16_min_y,0.13296709172765683,0.09020138766344334,0.6311406079820183,,
gaussian,hotspots_16_max_val,0.05024785820425687,0.026884263092735988,0.324634780069776,,
gaussian,hotspots_16_max_x,0.13174053238531674,0.08489094547879314,0.6304985047933978,,
gaussian,hotspots_16_max_y,0.19982446472160967,0.10173976064910843,0.8026594908379674,,
gaussian,hotspots_32_min_val,0.08995401053525129,0.06845350374587705,0.8126290938182573,,
gaussian,hotspots_32_min_x,0.14691741544834103,0.11461605425081305,0.8165911572516845,,
gaussian,hotspots_32_min_y,0.12961226404536105,0.0901001100589836,0.653598307605099,,
gaussian,hotspots_32_max_val,0.04229210871804794,0.026935116253432437,0.3276748505655432,,
gaussian,hotspots_32_max_x,0.1257943007228748,0.08291365173734556,0.6453390126649269,,
gaussian,hotspots_32_max_y,0.1845341597537088,0.09655667807058273,0.7270454345953576,,
gaussian,hotspots_64_min_val,0.08494324218757059,0.0712361598252857,0.813828078246635,,
gaussian,hotspots_64_min_x,0.1474362280791444,0.1234775058939236,0.775015943464312,,
gaussian,hotspots_64_min_y,0.1256850336833261,0.09221045940304914,0.6503397940395225,,
gaussian,hotspots_64_max_val,0.037236335818043295,0.03154208904974886,0.3140663489981377,,
gaussian,hotspots_64_max_x,0.11744914413776121,0.09108061576293289,0.6303732816486668,,
gaussian,hotspots_64_max_y,0.18938490938497402,0.10351620405851057,0.7308900034306477,,
gaussian,k_values_0.025,12.114082479103425,1.2675881889166232,31.18683538091301,,
gaussian,k_values_0.05,2.927848842989726,0.15168481646050466,8.447231195719025,,
gaussian,k_values_0.1,0.3502051756387652,0.06761037323361631,1.6211010218185928,,
gaussian,k_values_0.25,0.4719867577238264,0.045155627274667806,0.4478643486341964,,
gaussian,box_counts_e0,0.013067274725325019,0.014428509284514555,0.22560464585841358,,
gaussian,box_counts_e2,0.01915125246293552,0.018011023052335696,0.18380173776487244,,
